[ 8.56361, 9.30712 ]
[ 8.25248, 9.56723 ]
[ 7.94562, 9.8345 ]
[ 7.64332, 10.1091 ]
[ 7.34583, 10.3912 ]
[ 7.05344, 10.6809 ]
[ 6.7664, 10.9785 ]
[ 6.485, 11.284 ]
[ 6.20949, 11.5977 ]
[ 5.94016, 11.9197 ]
[ 5.67726, 12.2503 ]
[ 5.42108, 12.5895 ]
[ 5.17187, 12.9375 ]
[ 4.92992, 13.2945 ]
[ 4.69548, 13.6607 ]
[ 4.46884, 14.0363 ]
[ 4.25025, 14.4213 ]
[ 4.04, 14.816 ]
[ 3.83834, 15.2205 ]
[ 3.64556, 15.6351 ]
[ 3.46191, 16.0598 ]
[ 3.28768, 16.4949 ]
[ 3.12312, 16.9405 ]
[ 2.96852, 17.3968 ]
[ 2.82413, 17.8639 ]
[ 2.69024, 18.342 ]
[ 2.5671, 18.8313 ]
[ 2.455, 19.332 ]
[ 2.35419, 19.8442 ]
[ 2.26496, 20.3681 ]
[ 2.18756, 20.9038 ]
[ 2.12228, 21.4516 ]
[ 2.06937, 22.0115 ]
[ 2.02912, 22.5838 ]
[ 2.00178, 23.1686 ]
[ 1.98764, 23.7662 ]
[ 1.98696, 24.3766 ]
[ 2, 25 ]
[ 2, 45 ]
[ 2.02205, 45.2966 ]
[ 2.058, 45.5865 ]
[ 2.10756, 45.8701 ]
[ 2.17043, 46.1478 ]
[ 2.24631, 46.42 ]
[ 2.33491, 46.687 ]
[ 2.43592, 46.9491 ]
[ 2.54906, 47.2067 ]
[ 2.67401, 47.4602 ]
[ 2.8105, 47.71 ]
[ 2.95822, 47.9564 ]
[ 3.11686, 48.1997 ]
[ 3.28615, 48.4403 ]
[ 3.46577, 48.6786 ]
[ 3.65544, 48.915 ]
[ 3.85485, 49.1498 ]
[ 4.06371, 49.3833 ]
[ 4.28172, 49.6159 ]
[ 4.50858, 49.848 ]
[ 4.744, 50.08 ]
[ 4.98768, 50.3122 ]
[ 5.23932, 50.5449 ]
[ 5.49863, 50.7785 ]
[ 5.76531, 51.0134 ]
[ 6.03906, 51.25 ]
[ 6.31959, 51.4886 ]
[ 6.60659, 51.7295 ]
[ 6.89978, 51.9731 ]
[ 7.19884, 52.2198 ]
[ 7.5035, 52.47 ]
[ 7.81345, 52.724 ]
[ 8.12838, 52.9821 ]
[ 8.44802, 53.2447 ]
[ 8.77205, 53.5122 ]
[ 9.10019, 53.785 ]
[ 9.43213, 54.0634 ]
[ 9.76758, 54.3477 ]
[ 10.1062, 54.6383 ]
[ 10.4478, 54.9356 ]
[ 10.792, 55.24 ]
[ 11.1385, 55.5518 ]
[ 11.487, 55.8713 ]
[ 11.8373, 56.1989 ]
[ 12.189, 56.535 ]
[ 12.5418, 56.88 ]
[ 12.8955, 57.2342 ]
[ 13.2497, 57.5979 ]
[ 13.6041, 57.9715 ]
[ 13.9585, 58.3554 ]
[ 14.3125, 58.75 ]
[ 14.6659, 59.1556 ]
[ 15.0183, 59.5725 ]
[ 15.3695, 60.0011 ]
[ 15.7191, 60.4418 ]
[ 16.0669, 60.895 ]
[ 16.4126, 61.361 ]
[ 16.7558, 61.8401 ]
[ 17.0964, 62.3327 ]
[ 17.4338, 62.8392 ]
[ 17.768, 63.36 ]
[ 18.0985, 63.8954 ]
[ 18.4252, 64.4457 ]
[ 18.7476, 65.0113 ]
[ 19.0655, 65.5926 ]
[ 19.3786, 66.19 ]
[ 19.6865, 66.8038 ]
[ 19.9891, 67.4343 ]
[ 20.286, 68.0819 ]
[ 20.5769, 68.747 ]
[ 20.8615, 69.43 ]
[ 21.1395, 70.1312 ]
[ 21.4106, 70.8509 ]
[ 21.6746, 71.5895 ]
[ 21.931, 72.3474 ]
[ 22.1797, 73.125 ]
[ 22.4203, 73.9226 ]
[ 22.6525, 74.7405 ]
[ 22.8761, 75.5791 ]
[ 23.0907, 76.4388 ]
[ 23.296, 77.32 ]
[ 23.4918, 78.223 ]
[ 23.6777, 79.1481 ]
[ 23.8534, 80.0957 ]
[ 24.0188, 81.0662 ]
[ 24.1733, 82.06 ]
[ 24.3168, 83.0774 ]
[ 24.449, 84.1187 ]
[ 24.5695, 85.1843 ]
[ 24.6781, 86.2746 ]
[ 24.7745, 87.39 ]
[ 24.8583, 88.5308 ]
[ 24.9293, 89.6973 ]
[ 24.9872, 90.8899 ]
[ 25.0317, 92.109 ]
[ 25.0624, 93.355 ]
[ 25.0792, 94.6282 ]
[ 25.0816, 95.9289 ]
[ 25.0694, 97.2575 ]
[ 25.0423, 98.6144 ]
[ 25, 100 ]
[ 25, 100 ]
[ 25.0423, 101.386 ]
[ 25.0694, 102.742 ]
[ 25.0816, 104.071 ]
[ 25.0792, 105.372 ]
[ 25.0624, 106.645 ]
[ 25.0317, 107.891 ]
[ 24.9872, 109.11 ]
[ 24.9293, 110.303 ]
[ 24.8583, 111.469 ]
[ 24.7745, 112.61 ]
[ 24.6781, 113.725 ]
[ 24.5695, 114.816 ]
[ 24.449, 115.881 ]
[ 24.3168, 116.923 ]
[ 24.1733, 117.94 ]
[ 24.0188, 118.934 ]
[ 23.8534, 119.904 ]
[ 23.6777, 120.852 ]
[ 23.4918, 121.777 ]
[ 23.296, 122.68 ]
[ 23.0907, 123.561 ]
[ 22.8761, 124.421 ]
[ 22.6525, 125.26 ]
[ 22.4203, 126.077 ]
[ 22.1797, 126.875 ]
[ 21.931, 127.653 ]
[ 21.6746, 128.41 ]
[ 21.4106, 129.149 ]
[ 21.1395, 129.869 ]
[ 20.8615, 130.57 ]
[ 20.5769, 131.253 ]
[ 20.286, 131.918 ]
[ 19.9891, 132.566 ]
[ 19.6865, 133.196 ]
[ 19.3786, 133.81 ]
[ 19.0655, 134.407 ]
[ 18.7476, 134.989 ]
[ 18.4252, 135.554 ]
[ 18.0985, 136.105 ]
[ 17.768, 136.64 ]
[ 17.4338, 137.161 ]
[ 17.0964, 137.667 ]
[ 16.7558, 138.16 ]
[ 16.4126, 138.639 ]
[ 16.0669, 139.105 ]
[ 15.7191, 139.558 ]
[ 15.3695, 139.999 ]
[ 15.0183, 140.428 ]
[ 14.6659, 140.844 ]
[ 14.3125, 141.25 ]
[ 13.9585, 141.645 ]
[ 13.6041, 142.028 ]
[ 13.2497, 142.402 ]
[ 12.8955, 142.766 ]
[ 12.5418, 143.12 ]
[ 12.189, 143.465 ]
[ 11.8373, 143.801 ]
[ 11.487, 144.129 ]
[ 11.1385, 144.448 ]
[ 10.792, 144.76 ]
[ 10.4478, 145.064 ]
[ 10.1062, 145.362 ]
[ 9.76758, 145.652 ]
[ 9.43213, 145.937 ]
[ 9.10019, 146.215 ]
[ 8.77205, 146.488 ]
[ 8.44802, 146.755 ]
[ 8.12838, 147.018 ]
[ 7.81345, 147.276 ]
[ 7.5035, 147.53 ]
[ 7.19884, 147.78 ]
[ 6.89978, 148.027 ]
[ 6.60659, 148.271 ]
[ 6.31959, 148.511 ]
[ 6.03906, 148.75 ]
[ 5.76531, 148.987 ]
[ 5.49863, 149.221 ]
[ 5.23932, 149.455 ]
[ 4.98768, 149.688 ]
[ 4.744, 149.92 ]
[ 4.50858, 150.152 ]
[ 4.28172, 150.384 ]
[ 4.06371, 150.617 ]
[ 3.85485, 150.85 ]
[ 3.65544, 151.085 ]
[ 3.46577, 151.321 ]
[ 3.28615, 151.56 ]
[ 3.11686, 151.8 ]
[ 2.95822, 152.044 ]
[ 2.8105, 152.29 ]
[ 2.67401, 152.54 ]
[ 2.54906, 152.793 ]
[ 2.43592, 153.051 ]
[ 2.33491, 153.313 ]
[ 2.24631, 153.58 ]
[ 2.17043, 153.852 ]
[ 2.10756, 154.13 ]
[ 2.058, 154.414 ]
[ 2.02205, 154.703 ]
[ 2, 155 ]
[ 2, 175 ]
[ 1.98696, 175.623 ]
[ 1.98764, 176.234 ]
[ 2.00178, 176.831 ]
[ 2.02912, 177.416 ]
[ 2.06937, 177.989 ]
[ 2.12228, 178.548 ]
[ 2.18756, 179.096 ]
[ 2.26496, 179.632 ]
[ 2.35419, 180.156 ]
[ 2.455, 180.668 ]
[ 2.5671, 181.169 ]
[ 2.69024, 181.658 ]
[ 2.82413, 182.136 ]
[ 2.96852, 182.603 ]
[ 3.12312, 183.06 ]
[ 3.28768, 183.505 ]
[ 3.46191, 183.94 ]
[ 3.64556, 184.365 ]
[ 3.83834, 184.779 ]
[ 4.04, 185.184 ]
[ 4.25025, 185.579 ]
[ 4.46884, 185.964 ]
[ 4.69548, 186.339 ]
[ 4.92992, 186.705 ]
[ 5.17187, 187.063 ]
[ 5.42108, 187.411 ]
[ 5.67726, 187.75 ]
[ 5.94016, 188.08 ]
[ 6.20949, 188.402 ]
[ 6.485, 188.716 ]
[ 6.7664, 189.022 ]
[ 7.05344, 189.319 ]
[ 7.34583, 189.609 ]
[ 7.64332, 189.891 ]
[ 7.94562, 190.166 ]
[ 8.25248, 190.433 ]
[ 8.56361, 190.693 ]
[ 8.87876, 190.946 ]
[ 9.19764, 191.192 ]
[ 9.52, 191.432 ]
[ 9.84555, 191.665 ]
[ 10.174, 191.892 ]
[ 10.5052, 192.113 ]
[ 10.8387, 192.328 ]
[ 11.1744, 192.537 ]
[ 11.5119, 192.74 ]
[ 11.851, 192.938 ]
[ 12.1914, 193.13 ]
[ 12.5328, 193.318 ]
[ 12.875, 193.5 ]
[ 13.2177, 193.678 ]
[ 13.5606, 193.851 ]
[ 13.9035, 194.019 ]
[ 14.2461, 194.183 ]
[ 14.5881, 194.344 ]
[ 14.9293, 194.5 ]
[ 15.2693, 194.652 ]
[ 15.608, 194.801 ]
[ 15.9449, 194.946 ]
[ 16.28, 195.088 ]
[ 16.6129, 195.227 ]
[ 16.9432, 195.363 ]
[ 17.2709, 195.496 ]
[ 17.5955, 195.626 ]
[ 17.9169, 195.755 ]
[ 18.2347, 195.88 ]
[ 18.5487, 196.004 ]
[ 18.8586, 196.126 ]
[ 19.1641, 196.246 ]
[ 19.465, 196.364 ]
[ 19.761, 196.481 ]
[ 20.0518, 196.597 ]
[ 20.3372, 196.711 ]
[ 20.6169, 196.825 ]
[ 20.8906, 196.938 ]
[ 21.1581, 197.05 ]
[ 21.419, 197.162 ]
[ 21.6732, 197.273 ]
[ 21.9202, 197.384 ]
[ 22.16, 197.496 ]
[ 22.3922, 197.608 ]
[ 22.6164, 197.72 ]
[ 22.8326, 197.833 ]
[ 23.0403, 197.946 ]
[ 23.2394, 198.061 ]
[ 23.4295, 198.176 ]
[ 23.6104, 198.293 ]
[ 23.7818, 198.411 ]
[ 23.9434, 198.531 ]
[ 24.095, 198.652 ]
[ 24.2363, 198.775 ]
[ 24.367, 198.901 ]
[ 24.4869, 199.029 ]
[ 24.5957, 199.159 ]
[ 24.6931, 199.292 ]
[ 24.7789, 199.427 ]
[ 24.8527, 199.565 ]
[ 24.9144, 199.707 ]
[ 24.9635, 199.852 ]
[ 25, 200 ]
